The Book of Mormon ||| El Libro de Mormón
The Plates of Brass brought by the people of Lehi from Jerusalem in 600  B . C . These contained “ the five books of Moses , … and also a record of the Jews from the beginning , … down to the commencement of the reign of Zedekiah , king of Judah ; and also the prophecies of the holy prophets ” (1  Nephi 5:11–13). Many quotations from these plates , citing Isaiah and other biblical and nonbiblical prophets , appear in the Book of Mormon . ||| Las Planchas de Bronce , que el pueblo de Lehi llevó de Jerusalén en el año 600  a . C . Estas contenían “ los cinco libros de Moisés … y asimismo la historia de los judíos desde su principio … hasta el comienzo del reinado de Sedequías , rey de Judá ; y también las profecías de los santos profetas ” (1  Nefi 5:11–13). En el Libro de Mormón aparecen muchos pasajes de estas planchas que citan a Isaías y a otros profetas bíblicos , así como a varios profetas que la Biblia no menciona .
The Book of Mormon comprises fifteen main parts or divisions , known , with one exception , as books , usually designated by the name of their principal author . The first portion ( the first six books , ending with Omni ) is a translation from the small plates of Nephi . Between the books of Omni and Mosiah is an insert called the Words of Mormon . This insert connects the record engraved on the small plates with Mormon ’ s abridgment of the large plates . ||| El Libro de Mormón se compone de quince partes o divisiones principales , llamadas , con una sola excepción , libros , los que generalmente llevan el nombre de su autor principal . La primera parte ( o sea , los primeros seis libros que terminan con el de Omni ) es una traducción de las planchas menores de Nefi . Entre los libros de Omni y de Mosíah se encuentra una inserción llamada las Palabras de Mormón . Dicha inserción enlaza la narración grabada en las planchas menores con el compendio que hizo Mormón de las planchas mayores .
The longest portion , from Mosiah through Mormon chapter 7, is a translation of Mormon ’ s abridgment of the large plates of Nephi . The concluding portion , from Mormon chapter 8 to the end of the volume , was engraved by Mormon ’ s son Moroni , who , after finishing the record of his father ’ s life , made an abridgment of the Jaredite record ( as the book of Ether ) and later added the parts known as the book of Moroni . ||| La parte más extensa , desde Mosíah hasta el capítulo 7 de Mormón , es una traducción del compendio que hizo Mormón de las planchas mayores de Nefi . La parte final , desde el capítulo 8 de Mormón hasta el fin de la obra , fue grabada por Moroni hijo de Mormón , el cual , después de terminar la historia de la vida de su padre , hizo un compendio de la historia jaredita ( llamado el libro de Éter ) y posteriormente añadió las partes que se conocen como el libro de Moroni .
In or about the year A . D . 421, Moroni , the last of the Nephite prophet - historians , sealed the sacred record and hid it up unto the Lord , to be brought forth in the latter days , as predicted by the voice of God through His ancient prophets . In A . D . 1823, this same Moroni , then a resurrected personage , visited the Prophet Joseph Smith and subsequently delivered the engraved plates to him . ||| Alrededor del año 421 de la era cristiana , Moroni , el último de los profetas e historiadores nefitas , selló los anales sagrados y los escondió para los fines del Señor , para que apareciesen en los postreros días , de acuerdo con lo que la voz de Dios predijo por medio de Sus antiguos profetas . En el año 1823 de nuestra era , ese mismo Moroni , para entonces un ser resucitado , visitó al profeta José Smith y subsiguientemente le entregó las planchas grabadas .
About this edition : The original title page , immediately preceding the contents page , is taken from the plates and is part of the sacred text . Introductions in a non - italic typeface , such as in 1  Nephi and immediately preceding Mosiah chapter 9, are also part of the sacred text . Introductions in italics , such as in chapter headings , are not original to the text but are study helps included for convenience in reading . ||| Con respecto a esta edición : La portada original que precede inmediatamente a la página de la tabla de materias se ha tomado de las planchas y es parte del texto sagrado . Las introducciones escritas con el tipo de letra no cursiva , tal como en 1  Nefi y las que preceden inmediatamente al capítulo 9 de Mosíah , también son una parte del texto sagrado . Las introducciones en cursiva , como en los encabezamientos de los capítulos , no son originales al texto , pero se incluyen como ayudas de estudio para su conveniencia en la lectura .
Some minor errors in the text have been perpetuated in past editions of the Book of Mormon . This edition contains corrections that seem appropriate to bring the material into conformity with prepublication manuscripts and early editions edited by the Prophet Joseph Smith . ||| En ediciones anteriores del Libro de Mormón publicadas en inglés se han perpetuado algunos pequeños errores de texto . Esta edición contiene correcciones que son apropiadas para que el material vaya de conformidad con manuscritos originales , así como con las primeras ediciones revisadas por el profeta José Smith .
Illustrations ||| Ilustraciones
The First Book of Nephi ||| El Primer Libro de Nefi
His Reign and Ministry ||| Su reinado y ministerio
An account of Lehi and his wife Sariah , and his four sons , being called , ( beginning at the eldest ) Laman , Lemuel , Sam , and Nephi . The Lord warns Lehi to depart out of the land of Jerusalem , because he prophesieth unto the people concerning their iniquity and they seek to destroy his life . He taketh three days ’ journey into the wilderness with his family . Nephi taketh his brethren and returneth to the land of Jerusalem after the record of the Jews . The account of their sufferings . They take the daughters of Ishmael to wife . They take their families and depart into the wilderness . Their sufferings and afflictions in the wilderness . The course of their travels . They come to the large waters . Nephi ’ s brethren rebel against him . He confoundeth them , and buildeth a ship . They call the name of the place Bountiful . They cross the large waters into the promised land , and so forth . This is according to the account of Nephi ; or in other words , I , Nephi , wrote this record . ||| Relato de Lehi , de su esposa Saríah y de sus cuatro hijos , que se llamaban ( empezando por el mayor ) Lamán , Lemuel , Sam y Nefi . El Señor advierte a Lehi que salga de la tierra de Jerusalén , porque este profetiza al pueblo sobre su iniquidad , y tratan de quitarle la vida . Lehi viaja tres días por el desierto con su familia . Nefi , acompañado de sus hermanos , vuelve a la tierra de Jerusalén por los anales de los judíos . El relato de sus padecimientos . Toman por esposas a las hijas de Ismael . Salen para el desierto con sus familias . Sus padecimientos y aflicciones en el desierto . Rumbo de sus viajes . Llegan a las grandes aguas . Se rebelan los hermanos de Nefi contra él . Él los confunde y construye un barco . Dan al lugar el nombre de Abundancia . Atraviesan los grandes mares hasta llegar a la tierra prometida , etcétera . Esto es según la narración de Nefi , o en otras palabras , yo , Nefi , escribí estos anales .
